,Unnamed: 0,Date,Hour,Dew_Point,Derece,Yükseklik Ölçer,Rüzgar Hızı,Görünürlük,Year,Month,Day,Bulut,Yeni_Bulut
11648,2876,2021-08-28,18:20,21.0,29,1008,29.6,"10,00",2021,8,28,Bulut Tavanı ve Görüş Temiz,1
11649,2877,2021-08-28,20:20,22.0,27,1008,25.9,"10,00",2021,8,28,Bulut Tavanı ve Görüş Temiz,1
11650,2878,2021-08-28,22:20,22.0,26,1007,20.4,"10,00",2021,8,28,Bulut Tavanı ve Görüş Temiz,1
11651,2879,2021-08-29,00:20,22.0,26,1007,18.5,"10,00",2021,8,29,Az Bulutlu,4
11652,2880,2021-08-29,02:20,22.0,26,1006,13.0,"10,00",2021,8,29,Parçalı Bulutlu,3
11653,2881,2021-08-29,04:20,23.0,25,1006,7.41,"10,00",2021,8,29,Parçalı Bulutlu,3
11654,2882,2021-08-29,06:20,22.0,25,1006,11.1,"10,00",2021,8,29,Az Bulutlu,4
11655,2883,2021-08-29,08:20,23.0,26,1006,7.41,"10,00",2021,8,29,Parçalı Bulutlu,3
11656,2884,2021-08-29,10:20,23.0,27,1006,11.1,"10,00",2021,8,29,Parçalı Bulutlu,3
11657,2885,2021-08-29,12:20,23.0,27,1006,14.8,"10,00",2021,8,29,Az Bulutlu,4
11658,2886,2021-08-29,14:20,24.0,28,1006,14.8,"10,00",2021,8,29,Bulut Tavanı ve Görüş Temiz,1
11659,2887,2021-08-29,16:20,22.0,28,1005,13.0,"10,00",2021,8,29,Bulut Tavanı ve Görüş Temiz,1
11660,2888,2021-08-29,18:20,22.0,29,1005,3.7,"10,00",2021,8,29,Bulut Tavanı ve Görüş Temiz,1
11661,2889,2021-08-29,20:20,20.0,28,1006,18.5,"10,00",2021,8,29,Bulut Tavanı ve Görüş Temiz,1
11662,2890,2021-08-29,22:20,21.0,26,1006,11.1,"10,00",2021,8,29,Bulut Tavanı ve Görüş Temiz,1
11663,2891,2021-08-30,00:20,20.0,24,1006,7.41,"10,00",2021,8,30,Bulut Tavanı ve Görüş Temiz,1
11664,2892,2021-08-30,02:20,21.0,23,1006,5.56,"10,00",2021,8,30,Bulut Tavanı ve Görüş Temiz,1
11665,2893,2021-08-30,04:20,22.0,24,1007,11.1,"10,00",2021,8,30,Az Bulutlu,4
11666,2894,2021-08-30,06:20,22.0,23,1008,5.56,"10,00",2021,8,30,Az Bulutlu,4
11667,2895,2021-08-30,08:20,22.0,25,1009,3.7,"10,00",2021,8,30,Çok bulutlu,2
11668,2896,2021-08-30,10:20,21.0,27,1010,14.8,"10,00",2021,8,30,Çok bulutlu,2
11669,2897,2021-08-30,12:20,21.0,28,1010,14.8,"10,00",2021,8,30,Çok bulutlu,2
11670,2898,2021-08-30,14:20,21.0,28,1010,24.1,"10,00",2021,8,30,Çok bulutlu,2
11671,2899,2021-08-30,16:20,21.0,28,1010,25.9,"10,00",2021,8,30,Çok bulutlu,2
11672,2900,2021-08-30,18:20,21.0,26,1011,27.8,"10,00",2021,8,30,Çok bulutlu,2
11673,2901,2021-08-30,20:20,20.0,25,1011,24.1,"10,00",2021,8,30,Parçalı Bulutlu,3
11674,2902,2021-08-30,22:20,21.0,25,1012,18.5,"10,00",2021,8,30,Parçalı Bulutlu,3
11675,2903,2021-08-31,00:20,20.0,25,1013,20.4,"10,00",2021,8,31,Parçalı Bulutlu,3
11676,2904,2021-08-31,02:20,20.0,24,1013,16.7,"10,00",2021,8,31,Bulut Tavanı ve Görüş Temiz,1
11677,2905,2021-08-31,04:20,20.0,24,1013,14.8,"10,00",2021,8,31,Bulut Tavanı ve Görüş Temiz,1
11678,2906,2021-08-31,06:20,19.0,24,1014,20.4,"10,00",2021,8,31,Az Bulutlu,4
11679,2907,2021-08-31,08:20,17.0,25,1014,24.1,"10,00",2021,8,31,Bulut Tavanı ve Görüş Temiz,1
11680,2908,2021-08-31,10:20,18.0,27,1014,24.1,"10,00",2021,8,31,Az Bulutlu,4
11681,2909,2021-08-31,12:20,17.0,29,1014,24.1,"10,00",2021,8,31,Az Bulutlu,4
11682,2910,2021-08-31,14:20,16.0,29,1014,20.4,"10,00",2021,8,31,Bulut Tavanı ve Görüş Temiz,1
11683,2911,2021-08-31,16:20,16.0,29,1013,24.1,"10,00",2021,8,31,Bulut Tavanı ve Görüş Temiz,1
11684,2912,2021-08-31,18:20,16.0,27,1013,24.1,"10,00",2021,8,31,Bulut Tavanı ve Görüş Temiz,1
11685,2913,2021-08-31,20:20,14.0,26,1013,20.4,"10,00",2021,8,31,Bulut Tavanı ve Görüş Temiz,1
11686,2914,2021-08-31,22:20,16.0,25,1013,16.7,"10,00",2021,8,31,Bulut Tavanı ve Görüş Temiz,1
11687,2915,2021-09-01,00:20,16.0,24,1014,9.26,"10,00",2021,9,1,Bulut Tavanı ve Görüş Temiz,1
11688,2916,2021-09-01,02:20,17.0,23,1013,7.41,"10,00",2021,9,1,Bulut Tavanı ve Görüş Temiz,1
11689,2917,2021-09-01,04:20,16.0,21,1013,7.41,"10,00",2021,9,1,Bulut Tavanı ve Görüş Temiz,1
11690,2918,2021-09-01,06:20,17.0,20,1013,7.41,"10,00",2021,9,1,Bulut Tavanı ve Görüş Temiz,1
11691,2919,2021-09-01,08:20,19.0,24,1013,11.1,"10,00",2021,9,1,Bulut Tavanı ve Görüş Temiz,1
11692,2920,2021-09-01,10:20,18.0,27,1014,14.8,"10,00",2021,9,1,Bulut Tavanı ve Görüş Temiz,1
11693,2921,2021-09-01,12:20,17.0,29,1014,20.4,"10,00",2021,9,1,Az Bulutlu,4
11694,2922,2021-09-01,14:20,16.0,29,1013,24.1,"10,00",2021,9,1,Az Bulutlu,4
11695,2923,2021-09-01,16:20,16.0,29,1012,24.1,"10,00",2021,9,1,Bulut Tavanı ve Görüş Temiz,1
11696,2924,2021-09-01,18:20,16.0,27,1011,22.2,"10,00",2021,9,1,Bulut Tavanı ve Görüş Temiz,1
11697,2925,2021-09-01,20:20,17.0,25,1013,14.8,"10,00",2021,9,1,Bulut Tavanı ve Görüş Temiz,1
11698,2926,2021-09-01,22:20,14.0,22,1015,33.3,"10,00",2021,9,1,Çok bulutlu,2
11699,2927,2021-09-02,00:20,13.0,23,1014,13.0,"10,00",2021,9,2,Çok bulutlu,2
11700,2928,2021-09-02,02:20,16.0,22,1015,16.7,"10,00",2021,9,2,Çok bulutlu,2
11701,2929,2021-09-02,04:20,13.0,21,1015,25.9,"10,00",2021,9,2,Parçalı Bulutlu,3
11702,2930,2021-09-02,06:20,13.0,20,1015,20.4,"10,00",2021,9,2,Parçalı Bulutlu,3
11703,2931,2021-09-02,08:20,13.0,20,1017,9.26,"10,00",2021,9,2,Bulut Tavanı ve Görüş Temiz,1
11704,2932,2021-09-02,10:20,13.0,23,1017,13.0,"10,00",2021,9,2,Az Bulutlu,4
11705,2933,2021-09-02,12:20,14.0,24,1017,14.8,"10,00",2021,9,2,Parçalı Bulutlu,3
11706,2934,2021-09-02,14:20,14.0,25,1017,20.4,"10,00",2021,9,2,Parçalı Bulutlu,3
11707,2935,2021-09-02,16:20,13.0,26,1017,20.4,"10,00",2021,9,2,Parçalı Bulutlu,3
11708,2936,2021-09-02,18:20,10.0,25,1017,18.5,"10,00",2021,9,2,Bulut Tavanı ve Görüş Temiz,1
11709,2937,2021-09-02,20:20,11.0,24,1018,11.1,"10,00",2021,9,2,Bulut Tavanı ve Görüş Temiz,1
11710,2938,2021-09-02,22:20,14.0,22,1018,14.8,"10,00",2021,9,2,Bulut Tavanı ve Görüş Temiz,1
11711,2939,2021-09-03,00:20,15.0,22,1019,9.26,"10,00",2021,9,3,Az Bulutlu,4
11712,2940,2021-09-03,02:20,14.0,20,1019,3.7,"10,00",2021,9,3,Parçalı Bulutlu,3
11713,2941,2021-09-03,04:20,16.0,18,1019,7.41,"10,00",2021,9,3,Çok bulutlu,2
11714,2942,2021-09-03,06:20,16.0,19,1019,11.1,"10,00",2021,9,3,Çok bulutlu,2
11715,2943,2021-09-03,08:20,16.0,19,1020,11.1,"10,00",2021,9,3,Çok bulutlu,2
11716,2944,2021-09-03,10:20,13.0,22,1021,22.2,"10,00",2021,9,3,Çok bulutlu,2
11717,2945,2021-09-03,12:20,13.0,23,1021,33.3,"10,00",2021,9,3,Çok bulutlu,2
11718,2946,2021-09-03,14:20,12.0,24,1021,25.9,"10,00",2021,9,3,Çok bulutlu,2
11719,2947,2021-09-03,16:20,11.0,23,1020,27.8,"10,00",2021,9,3,Parçalı Bulutlu,3
11720,2948,2021-09-03,18:20,11.0,22,1019,25.9,"10,00",2021,9,3,Bulut Tavanı ve Görüş Temiz,1
11721,2949,2021-09-03,20:20,11.0,20,1019,25.9,"10,00",2021,9,3,Bulut Tavanı ve Görüş Temiz,1
11722,2950,2021-09-03,22:20,11.0,20,1018,18.5,"10,00",2021,9,3,Bulut Tavanı ve Görüş Temiz,1
11723,2951,2021-09-04,00:20,12.0,19,1018,9.26,"10,00",2021,9,4,Bulut Tavanı ve Görüş Temiz,1
11724,2952,2021-09-04,02:20,12.0,19,1017,7.41,"10,00",2021,9,4,Bulut Tavanı ve Görüş Temiz,1
11725,2953,2021-09-04,04:20,12.0,19,1017,11.1,"10,00",2021,9,4,Bulut Tavanı ve Görüş Temiz,1
11726,2954,2021-09-04,06:20,12.0,16,1016,9.26,"10,00",2021,9,4,Bulut Tavanı ve Görüş Temiz,1
11727,2955,2021-09-04,08:20,13.0,21,1016,11.1,"10,00",2021,9,4,Az Bulutlu,4
11728,2956,2021-09-04,10:20,12.0,23,1016,16.7,"10,00",2021,9,4,Parçalı Bulutlu,3
11729,2957,2021-09-04,12:20,12.0,25,1016,18.5,"10,00",2021,9,4,Parçalı Bulutlu,3
11730,2958,2021-09-04,14:20,12.0,25,1016,20.4,"10,00",2021,9,4,Parçalı Bulutlu,3
11731,2959,2021-09-04,16:20,13.0,25,1015,24.1,"10,00",2021,9,4,Parçalı Bulutlu,3
11732,2960,2021-09-04,18:20,13.0,23,1015,27.8,"10,00",2021,9,4,Parçalı Bulutlu,3
11733,2961,2021-09-04,20:20,15.0,22,1015,22.2,"10,00",2021,9,4,Parçalı Bulutlu,3
11734,2962,2021-09-04,22:20,15.0,21,1016,22.2,"10,00",2021,9,4,Bulut Tavanı ve Görüş Temiz,1
11735,2963,2021-09-05,00:20,14.0,21,1016,16.7,"10,00",2021,9,5,Az Bulutlu,4
11736,2964,2021-09-05,02:20,13.0,20,1015,14.8,"10,00",2021,9,5,Bulut Tavanı ve Görüş Temiz,1
11737,2965,2021-09-05,04:20,14.0,20,1015,9.26,"10,00",2021,9,5,Bulut Tavanı ve Görüş Temiz,1
11738,2966,2021-09-05,06:20,14.0,20,1015,13.0,"10,00",2021,9,5,Az Bulutlu,4
11739,2967,2021-09-05,08:20,13.0,22,1015,13.0,"10,00",2021,9,5,Az Bulutlu,4
11740,2968,2021-09-05,10:20,13.0,24,1016,25.9,"10,00",2021,9,5,Parçalı Bulutlu,3
11741,2969,2021-09-05,12:20,15.0,25,1016,33.3,"10,00",2021,9,5,Çok bulutlu,2
11742,2970,2021-09-05,14:20,13.0,26,1015,35.2,"10,00",2021,9,5,Parçalı Bulutlu,3
11743,2971,2021-09-05,16:20,14.0,26,1015,37.0,"10,00",2021,9,5,Parçalı Bulutlu,3
11744,2972,2021-09-05,18:20,15.0,25,1015,40.7,"10,00",2021,9,5,Parçalı Bulutlu,3
11745,2973,2021-09-05,20:20,14.0,23,1016,31.5,"10,00",2021,9,5,Az Bulutlu,4
11746,2974,2021-09-05,22:20,14.0,23,1017,29.6,"10,00",2021,9,5,Parçalı Bulutlu,3
11747,2975,2021-09-06,00:20,14.0,23,1017,29.6,"10,00",2021,9,6,Parçalı Bulutlu,3
11748,2976,2021-09-06,02:20,14.0,23,1017,25.9,"10,00",2021,9,6,Parçalı Bulutlu,3
11749,2977,2021-09-06,04:20,14.0,23,1017,29.6,"10,00",2021,9,6,Çok bulutlu,2
11750,2978,2021-09-06,06:20,15.0,22,1017,35.2,"10,00",2021,9,6,Parçalı Bulutlu,3
11751,2979,2021-09-06,08:20,14.0,22,1018,33.3,"10,00",2021,9,6,Parçalı Bulutlu,3
11752,2980,2021-09-06,10:20,14.0,24,1019,35.2,"10,00",2021,9,6,Parçalı Bulutlu,3
11753,2981,2021-09-06,12:20,17.0,23,1019,35.2,"10,00",2021,9,6,Çok bulutlu,2
11754,2982,2021-09-06,14:20,15.0,25,1018,29.6,"10,00",2021,9,6,Çok bulutlu,2
11755,2983,2021-09-06,16:20,15.0,24,1019,48.2,"10,00",2021,9,6,Çok bulutlu,2
11756,2984,2021-09-06,18:20,14.0,22,1020,50.0,"10,00",2021,9,6,Çok bulutlu,2
11757,2985,2021-09-06,20:20,13.0,21,1021,38.9,"10,00",2021,9,6,Çok bulutlu,2
11758,2986,2021-09-06,22:20,12.0,21,1022,38.9,"10,00",2021,9,6,Parçalı Bulutlu,3
11759,2987,2021-09-07,00:20,10.0,20,1022,22.2,"10,00",2021,9,7,Az Bulutlu,4
11760,2988,2021-09-07,02:20,13.0,20,1021,18.5,"10,00",2021,9,7,Bulut Tavanı ve Görüş Temiz,1
11761,2989,2021-09-07,04:20,14.0,19,1021,16.7,"10,00",2021,9,7,Parçalı Bulutlu,3
11762,2990,2021-09-07,06:20,14.0,19,1021,20.4,"10,00",2021,9,7,Az Bulutlu,4
11763,2991,2021-09-07,08:20,13.0,21,1021,25.9,"10,00",2021,9,7,Az Bulutlu,4
11764,2992,2021-09-07,10:20,12.0,22,1022,38.9,"10,00",2021,9,7,Az Bulutlu,4
11765,2993,2021-09-07,12:20,10.0,23,1022,44.4,"10,00",2021,9,7,Az Bulutlu,4
11766,2994,2021-09-07,14:20,11.0,23,1021,46.3,"10,00",2021,9,7,Az Bulutlu,4
11767,2995,2021-09-07,16:20,12.0,23,1021,50.0,"10,00",2021,9,7,Az Bulutlu,4
11768,2996,2021-09-07,18:20,12.0,22,1021,48.2,"10,00",2021,9,7,Parçalı Bulutlu,3
11769,2997,2021-09-07,20:20,13.0,21,1021,38.9,"10,00",2021,9,7,Çok bulutlu,2
11770,2998,2021-09-07,22:20,12.0,20,1021,25.9,"10,00",2021,9,7,Parçalı Bulutlu,3
11771,2999,2021-09-08,00:20,13.0,19,1021,25.9,"10,00",2021,9,8,Az Bulutlu,4
11772,3000,2021-09-08,02:20,13.0,19,1021,16.7,"10,00",2021,9,8,Az Bulutlu,4
11773,3001,2021-09-08,04:20,14.0,19,1020,22.2,"10,00",2021,9,8,Az Bulutlu,4
11774,3002,2021-09-08,06:20,13.0,19,1020,22.2,"10,00",2021,9,8,Parçalı Bulutlu,3
11775,3003,2021-09-08,08:20,13.0,20,1020,29.6,"10,00",2021,9,8,Parçalı Bulutlu,3
11776,3004,2021-09-08,10:20,12.0,22,1021,37.0,"10,00",2021,9,8,Parçalı Bulutlu,3
11777,3005,2021-09-08,12:20,12.0,24,1020,40.7,"10,00",2021,9,8,Çok bulutlu,2
11778,3006,2021-09-08,14:20,14.0,24,1020,44.4,"10,00",2021,9,8,Çok bulutlu,2
11779,3007,2021-09-08,16:20,14.0,24,1019,42.6,"10,00",2021,9,8,Çok bulutlu,2
11780,3008,2021-09-08,18:20,15.0,23,1018,42.6,"10,00",2021,9,8,Çok bulutlu,2
11781,3009,2021-09-08,20:20,14.0,22,1019,29.6,"10,00",2021,9,8,Çok bulutlu,2
11782,3010,2021-09-08,22:20,14.0,21,1018,35.2,"10,00",2021,9,8,Çok bulutlu,2
11783,3011,2021-09-09,00:20,15.0,20,1018,25.9,"10,00",2021,9,9,Parçalı Bulutlu,3
11784,3012,2021-09-09,02:20,16.0,20,1018,22.2,"10,00",2021,9,9,Çok bulutlu,2
11785,3013,2021-09-09,04:20,15.0,20,1018,14.8,"10,00",2021,9,9,Çok bulutlu,2
11786,3014,2021-09-09,06:20,15.0,20,1017,18.5,"10,00",2021,9,9,Çok bulutlu,2
11787,3015,2021-09-09,08:20,16.0,21,1017,20.4,"10,00",2021,9,9,Çok bulutlu,2
11788,3016,2021-09-09,10:20,15.0,23,1017,24.1,"10,00",2021,9,9,Çok bulutlu,2
11789,3017,2021-09-09,12:20,15.0,23,1016,37.0,"10,00",2021,9,9,Çok bulutlu,2
11790,3018,2021-09-09,14:20,15.0,24,1016,37.0,"10,00",2021,9,9,Çok bulutlu,2
11791,3019,2021-09-09,16:20,17.0,23,1016,37.0,"10,00",2021,9,9,Çok bulutlu,2
11792,3020,2021-09-09,18:20,15.0,23,1015,31.5,"10,00",2021,9,9,Parçalı Bulutlu,3
11794,3022,2021-09-09,22:20,17.0,21,1015,13.0,"10,00",2021,9,9,Çok bulutlu,2
11795,3023,2021-09-10,00:20,17.0,21,1016,14.8,"10,00",2021,9,10,Çok bulutlu,2
11796,3024,2021-09-10,02:20,18.0,20,1016,11.1,"10,00",2021,9,10,Çok bulutlu,2
11797,3025,2021-09-10,04:20,17.0,20,1015,20.4,"10,00",2021,9,10,Çok bulutlu,2
11798,3026,2021-09-10,06:20,18.0,19,1015,5.56,"10,00",2021,9,10,Çok bulutlu,2
11799,3027,2021-09-10,08:20,18.0,19,1016,11.1,"10,00",2021,9,10,Çok bulutlu,2
11800,3028,2021-09-10,10:20,16.0,21,1016,16.7,"10,00",2021,9,10,Çok bulutlu,2
11801,3029,2021-09-10,12:20,17.0,23,1016,22.2,"10,00",2021,9,10,Çok bulutlu,2
11802,3030,2021-09-10,14:20,16.0,24,1016,25.9,"10,00",2021,9,10,Çok bulutlu,2
11803,3031,2021-09-10,16:20,15.0,23,1016,20.4,"10,00",2021,9,10,Çok bulutlu,2
11804,3032,2021-09-10,18:20,14.0,23,1016,18.5,"10,00",2021,9,10,Parçalı Bulutlu,3
11805,3033,2021-09-10,20:20,14.0,20,1017,11.1,"10,00",2021,9,10,Parçalı Bulutlu,3
11806,3034,2021-09-10,22:20,15.0,19,1017,9.26,"10,00",2021,9,10,Az Bulutlu,4
11807,3035,2021-09-11,00:20,13.0,17,1016,5.56,"10,00",2021,9,11,Az Bulutlu,4
11808,3036,2021-09-11,02:20,14.0,16,1016,0.0,"10,00",2021,9,11,Parçalı Bulutlu,3
11809,3037,2021-09-11,04:20,14.0,16,1016,3.7,"10,00",2021,9,11,Parçalı Bulutlu,3
11810,3038,2021-09-11,06:20,14.0,16,1016,5.56,"10,00",2021,9,11,Az Bulutlu,4
11811,3039,2021-09-11,08:20,16.0,19,1016,9.26,"10,00",2021,9,11,Çok bulutlu,2
11812,3040,2021-09-11,10:20,16.0,22,1017,7.41,"10,00",2021,9,11,Parçalı Bulutlu,3
11813,3041,2021-09-11,12:20,16.0,22,1016,9.26,"10,00",2021,9,11,Çok bulutlu,2
11814,3042,2021-09-11,14:20,17.0,23,1016,13.0,"10,00",2021,9,11,Parçalı Bulutlu,3
11815,3043,2021-09-11,16:20,17.0,23,1015,13.0,"10,00",2021,9,11,Parçalı Bulutlu,3
11816,3044,2021-09-11,18:20,17.0,23,1015,9.26,"10,00",2021,9,11,Bulut Tavanı ve Görüş Temiz,1
11817,3045,2021-09-11,20:20,15.0,21,1015,13.0,"10,00",2021,9,11,Bulut Tavanı ve Görüş Temiz,1
11818,3046,2021-09-11,22:20,15.0,20,1015,7.41,"10,00",2021,9,11,Bulut Tavanı ve Görüş Temiz,1
11819,3047,2021-09-12,00:20,15.0,20,1015,5.56,"10,00",2021,9,12,Bulut Tavanı ve Görüş Temiz,1
11820,3048,2021-09-12,02:20,14.0,16,1014,5.56,"10,00",2021,9,12,Bulut Tavanı ve Görüş Temiz,1
11821,3049,2021-09-12,04:20,14.0,15,1014,3.7,"10,00",2021,9,12,Bulut Tavanı ve Görüş Temiz,1
11822,3050,2021-09-12,06:20,13.0,14,1014,7.41,"10,00",2021,9,12,Bulut Tavanı ve Görüş Temiz,1
11823,3051,2021-09-12,08:20,14.0,20,1014,3.7,"10,00",2021,9,12,Bulut Tavanı ve Görüş Temiz,1
11824,3052,2021-09-12,10:20,16.0,22,1014,7.41,"10,00",2021,9,12,Bulut Tavanı ve Görüş Temiz,1
11825,3053,2021-09-12,12:20,15.0,23,1013,11.1,"10,00",2021,9,12,Az Bulutlu,4
11826,3054,2021-09-12,14:20,16.0,25,1013,11.1,"10,00",2021,9,12,Bulut Tavanı ve Görüş Temiz,1
11827,3055,2021-09-12,16:20,11.0,26,1012,14.8,"10,00",2021,9,12,Bulut Tavanı ve Görüş Temiz,1
11828,3056,2021-09-12,18:20,13.0,24,1012,20.4,"10,00",2021,9,12,Bulut Tavanı ve Görüş Temiz,1
11829,3057,2021-09-12,20:20,14.0,22,1012,18.5,"10,00",2021,9,12,Bulut Tavanı ve Görüş Temiz,1
11830,3058,2021-09-12,22:20,14.0,21,1012,13.0,"10,00",2021,9,12,Bulut Tavanı ve Görüş Temiz,1
11831,3059,2021-09-13,00:20,15.0,20,1012,7.41,"10,00",2021,9,13,Bulut Tavanı ve Görüş Temiz,1
11832,3060,2021-09-13,02:20,14.0,17,1012,5.56,"10,00",2021,9,13,Bulut Tavanı ve Görüş Temiz,1
11833,3061,2021-09-13,04:20,14.0,17,1011,5.56,"10,00",2021,9,13,Bulut Tavanı ve Görüş Temiz,1
11834,3062,2021-09-13,06:20,15.0,17,1011,11.1,"10,00",2021,9,13,Bulut Tavanı ve Görüş Temiz,1
11835,3063,2021-09-13,08:20,16.0,20,1012,9.26,"10,00",2021,9,13,Bulut Tavanı ve Görüş Temiz,1
11836,3064,2021-09-13,10:20,16.0,23,1013,18.5,"10,00",2021,9,13,Çok bulutlu,2
11837,3065,2021-09-13,12:20,16.0,25,1012,20.4,"10,00",2021,9,13,Parçalı Bulutlu,3
11838,3066,2021-09-13,14:20,15.0,26,1012,27.8,"10,00",2021,9,13,Parçalı Bulutlu,3
11839,3067,2021-09-13,16:20,16.0,26,1012,29.6,"10,00",2021,9,13,Parçalı Bulutlu,3
11840,3068,2021-09-13,18:20,16.0,24,1012,22.2,"10,00",2021,9,13,Bulut Tavanı ve Görüş Temiz,1
11841,3069,2021-09-13,20:20,18.0,22,1013,18.5,"10,00",2021,9,13,Parçalı Bulutlu,3
11842,3070,2021-09-13,22:20,18.0,22,1013,9.26,"10,00",2021,9,13,Bulut Tavanı ve Görüş Temiz,1
11843,3071,2021-09-14,00:20,18.0,21,1014,9.26,"10,00",2021,9,14,Bulut Tavanı ve Görüş Temiz,1
11844,3072,2021-09-14,02:20,18.0,21,1013,5.56,"10,00",2021,9,14,Bulut Tavanı ve Görüş Temiz,1
11845,3073,2021-09-14,04:20,17.0,19,1013,5.56,"10,00",2021,9,14,Bulut Tavanı ve Görüş Temiz,1
11846,3074,2021-09-14,06:20,16.0,18,1013,7.41,"10,00",2021,9,14,Bulut Tavanı ve Görüş Temiz,1
11847,3075,2021-09-14,08:20,18.0,21,1014,9.26,"10,00",2021,9,14,Çok bulutlu,2
11848,3076,2021-09-14,10:20,17.0,23,1014,14.8,"10,00",2021,9,14,Çok bulutlu,2
11849,3077,2021-09-14,12:20,17.0,24,1014,24.1,"10,00",2021,9,14,Parçalı Bulutlu,3
11850,3078,2021-09-14,14:20,17.0,26,1014,22.2,"10,00",2021,9,14,Parçalı Bulutlu,3
11851,3079,2021-09-14,16:20,16.0,25,1014,27.8,"10,00",2021,9,14,Parçalı Bulutlu,3
11852,3080,2021-09-14,18:20,16.0,24,1014,25.9,"10,00",2021,9,14,Az Bulutlu,4
11853,3081,2021-09-14,20:20,17.0,22,1015,22.2,"10,00",2021,9,14,Bulut Tavanı ve Görüş Temiz,1
11854,3082,2021-09-14,22:20,17.0,21,1016,14.8,"10,00",2021,9,14,Bulut Tavanı ve Görüş Temiz,1
11855,3083,2021-09-15,00:20,17.0,21,1015,11.1,"10,00",2021,9,15,Bulut Tavanı ve Görüş Temiz,1
11856,3084,2021-09-15,02:20,18.0,20,1015,11.1,"10,00",2021,9,15,Bulut Tavanı ve Görüş Temiz,1
11857,3085,2021-09-15,04:20,18.0,20,1015,3.7,"10,00",2021,9,15,Bulut Tavanı ve Görüş Temiz,1
11858,3086,2021-09-15,06:20,17.0,19,1015,9.26,"10,00",2021,9,15,Bulut Tavanı ve Görüş Temiz,1
11859,3087,2021-09-15,08:20,18.0,21,1016,7.41,"10,00",2021,9,15,Parçalı Bulutlu,3
11860,3088,2021-09-15,10:20,17.0,24,1016,22.2,"10,00",2021,9,15,Çok bulutlu,2
11861,3089,2021-09-15,12:20,16.0,25,1016,18.5,"10,00",2021,9,15,Çok bulutlu,2
11862,3090,2021-09-15,14:20,15.0,26,1016,16.7,"10,00",2021,9,15,Çok bulutlu,2
11863,3091,2021-09-15,16:20,14.0,25,1015,20.4,"10,00",2021,9,15,Çok bulutlu,2
11864,3092,2021-09-15,18:20,17.0,24,1015,16.7,"10,00",2021,9,15,Bulut Tavanı ve Görüş Temiz,1
11865,3093,2021-09-15,20:20,18.0,22,1016,11.1,"10,00",2021,9,15,Çok bulutlu,2
11866,3094,2021-09-15,22:20,18.0,21,1016,9.26,"10,00",2021,9,15,Parçalı Bulutlu,3
11867,3095,2021-09-16,00:20,19.0,21,1016,11.1,"10,00",2021,9,16,Az Bulutlu,4
11868,3096,2021-09-16,02:20,19.0,20,1016,5.56,"10,00",2021,9,16,Az Bulutlu,4
11869,3097,2021-09-16,04:20,18.0,20,1016,3.7,"10,00",2021,9,16,Bulut Tavanı ve Görüş Temiz,1
11870,3098,2021-09-16,06:20,18.0,19,1016,5.56,"10,00",2021,9,16,Parçalı Bulutlu,3
11871,3099,2021-09-16,08:20,19.0,22,1017,13.0,"10,00",2021,9,16,Az Bulutlu,4
11872,3100,2021-09-16,10:20,17.0,24,1018,13.0,"10,00",2021,9,16,Parçalı Bulutlu,3
11873,3101,2021-09-16,12:20,19.0,24,1018,11.1,"10,00",2021,9,16,Parçalı Bulutlu,3
11874,3102,2021-09-16,14:20,20.0,25,1017,14.8,"10,00",2021,9,16,Parçalı Bulutlu,3
11875,3103,2021-09-16,16:20,14.0,26,1017,16.7,"10,00",2021,9,16,Az Bulutlu,4
11876,3104,2021-09-16,18:20,14.0,25,1017,14.8,"10,00",2021,9,16,Bulut Tavanı ve Görüş Temiz,1
11877,3105,2021-09-16,20:20,18.0,23,1018,11.1,"10,00",2021,9,16,Bulut Tavanı ve Görüş Temiz,1
11878,3106,2021-09-16,22:20,19.0,22,1018,11.1,"10,00",2021,9,16,Bulut Tavanı ve Görüş Temiz,1
11879,3107,2021-09-17,00:20,18.0,21,1018,7.41,"10,00",2021,9,17,Bulut Tavanı ve Görüş Temiz,1
11880,3108,2021-09-17,02:20,15.0,19,1018,1.85,"10,00",2021,9,17,Bulut Tavanı ve Görüş Temiz,1
11881,3109,2021-09-17,04:20,16.0,20,1017,7.41,"10,00",2021,9,17,Bulut Tavanı ve Görüş Temiz,1
11882,3110,2021-09-17,06:20,18.0,19,1017,9.26,"10,00",2021,9,17,Bulut Tavanı ve Görüş Temiz,1
11883,3111,2021-09-17,08:20,18.0,20,1017,9.26,"10,00",2021,9,17,Az Bulutlu,4
11884,3112,2021-09-17,10:20,14.0,23,1017,13.0,"10,00",2021,9,17,Bulut Tavanı ve Görüş Temiz,1
11885,3113,2021-09-17,12:20,16.0,24,1016,13.0,"10,00",2021,9,17,Bulut Tavanı ve Görüş Temiz,1
11886,3114,2021-09-17,14:20,16.0,25,1015,9.26,"10,00",2021,9,17,Bulut Tavanı ve Görüş Temiz,1
11887,3115,2021-09-17,16:20,10.0,27,1014,5.56,"10,00",2021,9,17,Bulut Tavanı ve Görüş Temiz,1
11888,3116,2021-09-17,18:20,9.0,25,1013,7.41,"10,00",2021,9,17,Bulut Tavanı ve Görüş Temiz,1
11889,3117,2021-09-17,20:20,15.0,23,1013,9.26,"10,00",2021,9,17,Bulut Tavanı ve Görüş Temiz,1
