,Unnamed: 0,Date,Hour,Dew_Point,Derece,Yükseklik Ölçer,Rüzgar Hızı,Görünürlük,Year,Month,Day,Bulut,Yeni_Bulut
1105,1105,2019-04-03,02:20,3.0,9,1020,22.2,"10,00",2019,4,3,Çok bulutlu,2
1106,1106,2019-04-03,04:20,2.0,9,1020,18.5,"10,00",2019,4,3,Çok bulutlu,2
1108,1108,2019-04-03,08:20,3.0,9,1019,18.5,"10,00",2019,4,3,Bulut Tavanı ve Görüş Temiz,1
1109,1109,2019-04-03,10:20,2.0,12,1020,22.2,"10,00",2019,4,3,Az Bulutlu,4
1111,1111,2019-04-03,14:20,2.0,13,1019,25.9,"10,00",2019,4,3,Parçalı Bulutlu,3
1112,1112,2019-04-03,16:20,1.0,13,1018,22.2,"10,00",2019,4,3,Az Bulutlu,4
1114,1114,2019-04-03,20:20,3.0,10,1018,16.7,"10,00",2019,4,3,Bulut Tavanı ve Görüş Temiz,1
1115,1115,2019-04-03,22:20,4.0,9,1019,16.7,"10,00",2019,4,3,Bulut Tavanı ve Görüş Temiz,1
1117,1117,2019-04-04,02:20,4.0,9,1018,14.8,"10,00",2019,4,4,Parçalı Bulutlu,3
1118,1118,2019-04-04,04:20,4.0,9,1017,18.5,"10,00",2019,4,4,Parçalı Bulutlu,3
1120,1120,2019-04-04,08:20,3.0,10,1017,20.4,"10,00",2019,4,4,Parçalı Bulutlu,3
1121,1121,2019-04-04,10:20,2.0,12,1018,14.8,"10,00",2019,4,4,Çok bulutlu,2
1123,1123,2019-04-04,14:20,2.0,13,1017,14.8,"10,00",2019,4,4,Parçalı Bulutlu,3
1124,1124,2019-04-04,16:20,2.0,14,1016,16.7,"10,00",2019,4,4,Az Bulutlu,4
1126,1126,2019-04-04,20:20,3.0,9,1016,22.2,"10,00",2019,4,4,Bulut Tavanı ve Görüş Temiz,1
1127,1127,2019-04-04,22:20,4.0,9,1017,20.4,"10,00",2019,4,4,Bulut Tavanı ve Görüş Temiz,1
1129,1129,2019-04-05,02:20,4.0,8,1017,11.1,"10,00",2019,4,5,Bulut Tavanı ve Görüş Temiz,1
1130,1130,2019-04-05,04:20,3.0,6,1016,3.7,"10,00",2019,4,5,Az Bulutlu,4
1132,1132,2019-04-05,08:20,4.0,10,1017,11.1,"7,00",2019,4,5,Az Bulutlu,4
1133,1133,2019-04-05,10:20,5.0,12,1017,13.0,"10,00",2019,4,5,Bulut Tavanı ve Görüş Temiz,1
1135,1135,2019-04-05,14:20,7.0,14,1015,11.1,"10,00",2019,4,5,Bulut Tavanı ve Görüş Temiz,1
1136,1136,2019-04-05,16:20,6.0,16,1014,5.56,"10,00",2019,4,5,Bulut Tavanı ve Görüş Temiz,1
1138,1138,2019-04-05,20:20,6.0,11,1013,20.4,"10,00",2019,4,5,Bulut Tavanı ve Görüş Temiz,1
1139,1139,2019-04-05,22:20,6.0,10,1014,18.5,"10,00",2019,4,5,Bulut Tavanı ve Görüş Temiz,1
1141,1141,2019-04-06,02:20,7.0,9,1013,22.2,"7,00",2019,4,6,Önemli Bulut Yok,5
1142,1142,2019-04-06,04:20,6.0,9,1013,20.4,"6,00",2019,4,6,Önemli Bulut Yok,5
1144,1144,2019-04-06,08:20,6.0,10,1012,16.7,"6,00",2019,4,6,Parçalı Bulutlu,3
1145,1145,2019-04-06,10:20,6.0,12,1012,24.1,"10,00",2019,4,6,Bulut Tavanı ve Görüş Temiz,1
1147,1147,2019-04-06,14:20,6.0,14,1012,29.6,"10,00",2019,4,6,Bulut Tavanı ve Görüş Temiz,1
1148,1148,2019-04-06,16:20,6.0,12,1011,29.6,"10,00",2019,4,6,Bulut Tavanı ve Görüş Temiz,1
1150,1150,2019-04-06,20:20,7.0,10,1012,16.7,"10,00",2019,4,6,Çok bulutlu,2
1151,1151,2019-04-06,22:20,7.0,10,1012,18.5,"10,00",2019,4,6,Çok bulutlu,2
1153,1153,2019-04-07,02:20,7.0,9,1011,14.8,"10,00",2019,4,7,Çok bulutlu,2
1154,1154,2019-04-07,04:20,7.0,9,1010,14.8,"10,00",2019,4,7,Çok bulutlu,2
1156,1156,2019-04-07,08:20,7.0,10,1011,7.41,"7,00",2019,4,7,Önemli Bulut Yok,5
1157,1157,2019-04-07,10:20,8.0,14,1011,5.56,"10,00",2019,4,7,Bulut Tavanı ve Görüş Temiz,1
1159,1159,2019-04-07,14:20,9.0,15,1010,7.41,"10,00",2019,4,7,Bulut Tavanı ve Görüş Temiz,1
1160,1160,2019-04-07,16:20,10.0,17,1009,7.41,"10,00",2019,4,7,Bulut Tavanı ve Görüş Temiz,1
1162,1162,2019-04-07,20:20,11.0,14,1010,3.7,"6,00",2019,4,7,Çok bulutlu,2
1165,1165,2019-04-08,02:20,12.0,14,1009,5.56,"6,00",2019,4,8,Çok bulutlu,2
1166,1166,2019-04-08,04:20,11.0,13,1009,9.26,"10,00",2019,4,8,Çok bulutlu,2
1168,1168,2019-04-08,08:20,13.0,15,1009,3.7,"6,00",2019,4,8,Çok bulutlu,2
1169,1169,2019-04-08,10:20,12.0,17,1008,7.41,"10,00",2019,4,8,Parçalı Bulutlu,3
1171,1171,2019-04-08,14:20,12.0,21,1006,9.26,"10,00",2019,4,8,Parçalı Bulutlu,3
1172,1172,2019-04-08,16:20,10.0,20,1004,9.26,"10,00",2019,4,8,Çok bulutlu,2
1174,1174,2019-04-08,20:20,10.0,18,1003,16.7,"10,00",2019,4,8,Parçalı Bulutlu,3
1175,1175,2019-04-08,22:20,9.0,17,1002,16.7,"10,00",2019,4,8,Parçalı Bulutlu,3
1177,1177,2019-04-09,02:20,8.0,15,"999,0",11.1,"10,00",2019,4,9,Bulut Tavanı ve Görüş Temiz,1
1178,1178,2019-04-09,04:20,10.0,12,1001,9.26,"10,00",2019,4,9,Çok bulutlu,2
1180,1180,2019-04-09,08:20,9.0,13,1001,9.26,"10,00",2019,4,9,Çok bulutlu,2
1181,1181,2019-04-09,10:20,7.0,15,1002,5.56,"10,00",2019,4,9,Çok bulutlu,2
1184,1184,2019-04-09,16:20,8.0,16,1002,13.0,"10,00",2019,4,9,Çok bulutlu,2
1186,1186,2019-04-09,20:20,9.0,13,1004,1.85,"10,00",2019,4,9,Çok bulutlu,2
1187,1187,2019-04-09,22:20,10.0,13,1004,16.7,"10,00",2019,4,9,Çok bulutlu,2
1189,1189,2019-04-10,02:20,10.0,12,1003,9.26,"10,00",2019,4,10,Çok bulutlu,2
1190,1190,2019-04-10,04:20,10.0,12,1004,7.41,"10,00",2019,4,10,Çok bulutlu,2
1192,1192,2019-04-10,08:20,10.0,13,1005,7.41,"10,00",2019,4,10,Çok bulutlu,2
1193,1193,2019-04-10,10:20,11.0,13,1005,11.1,"10,00",2019,4,10,Çok bulutlu,2
1195,1195,2019-04-10,14:20,10.0,13,1006,7.41,"10,00",2019,4,10,Çok bulutlu,2
1196,1196,2019-04-10,16:20,9.0,15,1006,9.26,"10,00",2019,4,10,Çok bulutlu,2
1198,1198,2019-04-10,20:20,10.0,12,1008,5.56,"10,00",2019,4,10,Çok bulutlu,2
1199,1199,2019-04-10,22:20,11.0,12,1009,13.0,"10,00",2019,4,10,Çok bulutlu,2
1201,1201,2019-04-11,02:20,10.0,11,1009,5.56,"10,00",2019,4,11,Çok bulutlu,2
1202,1202,2019-04-11,04:20,11.0,12,1009,11.1,"10,00",2019,4,11,Çok bulutlu,2
1204,1204,2019-04-11,08:20,10.0,13,1009,9.26,"10,00",2019,4,11,Çok bulutlu,2
1205,1205,2019-04-11,10:20,11.0,13,1010,9.26,"7,00",2019,4,11,Çok bulutlu,2
1207,1207,2019-04-11,14:20,12.0,15,1009,11.1,"10,00",2019,4,11,Çok bulutlu,2
1208,1208,2019-04-11,16:20,12.0,17,1009,11.1,"10,00",2019,4,11,Bulut Tavanı ve Görüş Temiz,1
1210,1210,2019-04-11,20:20,8.0,15,1010,31.5,"10,00",2019,4,11,Bulut Tavanı ve Görüş Temiz,1
1211,1211,2019-04-11,22:20,9.0,13,1012,11.1,"10,00",2019,4,11,Bulut Tavanı ve Görüş Temiz,1
1213,1213,2019-04-12,02:20,8.0,13,1012,11.1,"10,00",2019,4,12,Bulut Tavanı ve Görüş Temiz,1
1214,1214,2019-04-12,04:20,9.0,12,1012,5.56,"10,00",2019,4,12,Bulut Tavanı ve Görüş Temiz,1
1217,1217,2019-04-12,10:20,11.0,15,1013,18.5,"10,00",2019,4,12,Çok bulutlu,2
1219,1219,2019-04-12,14:20,11.0,15,1013,14.8,"10,00",2019,4,12,Çok bulutlu,2
1220,1220,2019-04-12,16:20,11.0,14,1014,24.1,"10,00",2019,4,12,Çok bulutlu,2
1222,1222,2019-04-12,20:20,11.0,13,1014,20.4,"10,00",2019,4,12,Çok bulutlu,2
1223,1223,2019-04-12,22:20,11.0,14,1014,14.8,"10,00",2019,4,12,Çok bulutlu,2
1225,1225,2019-04-13,02:20,11.0,12,1013,9.26,"10,00",2019,4,13,Çok bulutlu,2
1226,1226,2019-04-13,04:20,10.0,11,1013,1.85,"10,00",2019,4,13,Çok bulutlu,2
1228,1228,2019-04-13,08:20,11.0,13,1012,9.26,"7,00",2019,4,13,Çok bulutlu,2
1229,1229,2019-04-13,10:20,10.0,15,1014,16.7,"10,00",2019,4,13,Çok bulutlu,2
1231,1231,2019-04-13,14:20,11.0,15,1013,16.7,"10,00",2019,4,13,Çok bulutlu,2
1232,1232,2019-04-13,16:20,10.0,16,1012,11.1,"10,00",2019,4,13,Çok bulutlu,2
1234,1234,2019-04-13,20:20,11.0,14,1012,7.41,"10,00",2019,4,13,Çok bulutlu,2
1235,1235,2019-04-13,22:20,12.0,14,1011,22.2,"7,00",2019,4,13,Çok bulutlu,2
1237,1237,2019-04-14,02:20,11.0,14,1010,13.0,"10,00",2019,4,14,Çok bulutlu,2
1240,1240,2019-04-14,08:20,11.0,12,1009,13.0,"10,00",2019,4,14,Çok bulutlu,2
1243,1243,2019-04-14,14:20,11.0,14,1011,20.4,"10,00",2019,4,14,Çok bulutlu,2
1244,1244,2019-04-14,16:20,10.0,15,1010,13.0,"10,00",2019,4,14,Parçalı Bulutlu,3
1246,1246,2019-04-14,20:20,9.0,11,1012,22.2,"10,00",2019,4,14,Çok bulutlu,2
1247,1247,2019-04-14,22:20,9.0,11,1013,24.1,"10,00",2019,4,14,Çok bulutlu,2
1249,1249,2019-04-15,02:20,8.0,10,1014,20.4,"10,00",2019,4,15,Çok bulutlu,2
1250,1250,2019-04-15,04:20,8.0,10,1014,14.8,"10,00",2019,4,15,Çok bulutlu,2
1252,1252,2019-04-15,08:20,8.0,10,1015,18.5,"10,00",2019,4,15,Çok bulutlu,2
1253,1253,2019-04-15,10:20,8.0,11,1016,20.4,"10,00",2019,4,15,Çok bulutlu,2
1255,1255,2019-04-15,14:20,7.0,10,1016,24.1,"10,00",2019,4,15,Çok bulutlu,2
1256,1256,2019-04-15,16:20,6.0,10,1016,25.9,"10,00",2019,4,15,Kapalı,6
1258,1258,2019-04-15,20:20,6.0,10,1017,18.5,"10,00",2019,4,15,Çok bulutlu,2
1259,1259,2019-04-15,22:20,5.0,9,1018,14.8,"10,00",2019,4,15,Çok bulutlu,2
1261,1261,2019-04-16,02:20,4.0,8,1017,18.5,"10,00",2019,4,16,Çok bulutlu,2
1262,1262,2019-04-16,04:20,5.0,8,1017,16.7,"10,00",2019,4,16,Çok bulutlu,2
1264,1264,2019-04-16,08:20,4.0,9,1017,31.5,"10,00",2019,4,16,Çok bulutlu,2
1265,1265,2019-04-16,10:20,4.0,12,1018,31.5,"10,00",2019,4,16,Çok bulutlu,2
1267,1267,2019-04-16,14:20,0.0,13,1017,20.4,"10,00",2019,4,16,Az Bulutlu,4
1268,1268,2019-04-16,16:20,0.0,13,1017,22.2,"10,00",2019,4,16,Bulut Tavanı ve Görüş Temiz,1
1270,1270,2019-04-16,20:20,-2.0,11,1017,14.8,"10,00",2019,4,16,Bulut Tavanı ve Görüş Temiz,1
1271,1271,2019-04-16,22:20,0.0,10,1018,11.1,"10,00",2019,4,16,Bulut Tavanı ve Görüş Temiz,1
1273,1273,2019-04-17,02:20,1.0,7,1017,0.0,"10,00",2019,4,17,Bulut Tavanı ve Görüş Temiz,1
1274,1274,2019-04-17,04:20,2.0,8,1017,5.56,"9,00",2019,4,17,Önemli Bulut Yok,5
1276,1276,2019-04-17,08:20,4.0,10,1017,9.26,"10,00",2019,4,17,Bulut Tavanı ve Görüş Temiz,1
1277,1277,2019-04-17,10:20,4.0,11,1017,13.0,"10,00",2019,4,17,Bulut Tavanı ve Görüş Temiz,1
1279,1279,2019-04-17,14:20,7.0,12,1017,14.8,"10,00",2019,4,17,Bulut Tavanı ve Görüş Temiz,1
1280,1280,2019-04-17,16:20,7.0,12,1017,14.8,"10,00",2019,4,17,Çok bulutlu,2
1282,1282,2019-04-17,20:20,4.0,11,1018,18.5,"10,00",2019,4,17,Bulut Tavanı ve Görüş Temiz,1
1283,1283,2019-04-17,22:20,6.0,10,1019,14.8,"10,00",2019,4,17,Bulut Tavanı ve Görüş Temiz,1
1285,1285,2019-04-18,02:20,6.0,9,1020,18.5,"10,00",2019,4,18,Bulut Tavanı ve Görüş Temiz,1
1286,1286,2019-04-18,04:20,6.0,8,1020,11.1,"10,00",2019,4,18,Çok bulutlu,2
1289,1289,2019-04-18,10:20,7.0,11,1022,18.5,"10,00",2019,4,18,Çok bulutlu,2
1291,1291,2019-04-18,14:20,7.0,12,1022,25.9,"10,00",2019,4,18,Çok bulutlu,2
1292,1292,2019-04-18,16:20,5.0,13,1021,29.6,"10,00",2019,4,18,Parçalı Bulutlu,3
1294,1294,2019-04-18,20:20,7.0,10,1022,24.1,"10,00",2019,4,18,Çok bulutlu,2
1295,1295,2019-04-18,22:20,6.0,9,1023,22.2,"10,00",2019,4,18,Çok bulutlu,2
1297,1297,2019-04-19,02:20,6.0,8,1023,24.1,"10,00",2019,4,19,Çok bulutlu,2
1298,1298,2019-04-19,04:20,5.0,8,1022,25.9,"10,00",2019,4,19,Çok bulutlu,2
1300,1300,2019-04-19,08:20,4.0,9,1023,14.8,"10,00",2019,4,19,Çok bulutlu,2
1301,1301,2019-04-19,10:20,2.0,10,1024,27.8,"10,00",2019,4,19,Çok bulutlu,2
1303,1303,2019-04-19,14:20,-1.0,13,1023,22.2,"10,00",2019,4,19,Parçalı Bulutlu,3
1304,1304,2019-04-19,16:20,-2.0,13,1023,24.1,"10,00",2019,4,19,Az Bulutlu,4
1306,1306,2019-04-19,20:20,1.0,10,1023,18.5,"10,00",2019,4,19,Bulut Tavanı ve Görüş Temiz,1
1307,1307,2019-04-19,22:20,1.0,10,1024,20.4,"10,00",2019,4,19,Çok bulutlu,2
1309,1309,2019-04-20,02:20,1.0,6,1024,11.1,"10,00",2019,4,20,Çok bulutlu,2
1310,1310,2019-04-20,04:20,2.0,8,1023,14.8,"10,00",2019,4,20,Çok bulutlu,2
1312,1312,2019-04-20,08:20,2.0,8,1024,16.7,"10,00",2019,4,20,Çok bulutlu,2
1313,1313,2019-04-20,10:20,4.0,8,1024,13.0,"10,00",2019,4,20,Çok bulutlu,2
1315,1315,2019-04-20,14:20,3.0,8,1025,20.4,"10,00",2019,4,20,Çok bulutlu,2
1316,1316,2019-04-20,16:20,0.0,11,1024,31.5,"10,00",2019,4,20,Parçalı Bulutlu,3
1318,1318,2019-04-20,20:20,2.0,9,1025,18.5,"10,00",2019,4,20,Bulut Tavanı ve Görüş Temiz,1
1319,1319,2019-04-20,22:20,2.0,8,1025,18.5,"10,00",2019,4,20,Bulut Tavanı ve Görüş Temiz,1
1321,1321,2019-04-21,02:20,3.0,6,1025,7.41,"10,00",2019,4,21,Bulut Tavanı ve Görüş Temiz,1
1322,1322,2019-04-21,04:20,2.0,5,1024,5.56,"10,00",2019,4,21,Bulut Tavanı ve Görüş Temiz,1
1324,1324,2019-04-21,08:20,2.0,9,1024,13.0,"9,00",2019,4,21,Önemli Bulut Yok,5
1325,1325,2019-04-21,10:20,2.0,12,1025,20.4,"10,00",2019,4,21,Az Bulutlu,4
1327,1327,2019-04-21,14:20,-1.0,15,1024,14.8,"10,00",2019,4,21,Az Bulutlu,4
1328,1328,2019-04-21,16:20,-3.0,14,1023,16.7,"10,00",2019,4,21,Bulut Tavanı ve Görüş Temiz,1
1330,1330,2019-04-21,20:20,-4.0,12,1023,11.1,"10,00",2019,4,21,Bulut Tavanı ve Görüş Temiz,1
1331,1331,2019-04-21,22:20,2.0,11,1023,7.41,"10,00",2019,4,21,Bulut Tavanı ve Görüş Temiz,1
1333,1333,2019-04-22,02:20,3.0,7,1023,7.41,"10,00",2019,4,22,Bulut Tavanı ve Görüş Temiz,1
1334,1334,2019-04-22,04:20,2.0,5,1022,11.1,"10,00",2019,4,22,Bulut Tavanı ve Görüş Temiz,1
1336,1336,2019-04-22,08:20,5.0,10,1023,11.1,"10,00",2019,4,22,Bulut Tavanı ve Görüş Temiz,1
1337,1337,2019-04-22,10:20,5.0,11,1023,11.1,"10,00",2019,4,22,Bulut Tavanı ve Görüş Temiz,1
1339,1339,2019-04-22,14:20,1.0,15,1023,9.26,"10,00",2019,4,22,Bulut Tavanı ve Görüş Temiz,1
1340,1340,2019-04-22,16:20,3.0,15,1023,9.26,"10,00",2019,4,22,Bulut Tavanı ve Görüş Temiz,1
1342,1342,2019-04-22,20:20,-2.0,13,1024,18.5,"10,00",2019,4,22,Bulut Tavanı ve Görüş Temiz,1
1343,1343,2019-04-22,22:20,-2.0,11,1024,14.8,"10,00",2019,4,22,Bulut Tavanı ve Görüş Temiz,1
1345,1345,2019-04-23,02:20,1.0,8,1024,5.56,"10,00",2019,4,23,Bulut Tavanı ve Görüş Temiz,1
1346,1346,2019-04-23,04:20,4.0,9,1024,14.8,"10,00",2019,4,23,Bulut Tavanı ve Görüş Temiz,1
1348,1348,2019-04-23,08:20,5.0,10,1026,11.1,"10,00",2019,4,23,Bulut Tavanı ve Görüş Temiz,1
1349,1349,2019-04-23,10:20,4.0,14,1026,18.5,"10,00",2019,4,23,Bulut Tavanı ve Görüş Temiz,1
1351,1351,2019-04-23,14:20,4.0,16,1026,11.1,"10,00",2019,4,23,Bulut Tavanı ve Görüş Temiz,1
1352,1352,2019-04-23,16:20,3.0,18,1026,9.26,"10,00",2019,4,23,Bulut Tavanı ve Görüş Temiz,1
1354,1354,2019-04-23,20:20,3.0,13,1026,18.5,"10,00",2019,4,23,Bulut Tavanı ve Görüş Temiz,1
1355,1355,2019-04-23,22:20,1.0,13,1026,14.8,"10,00",2019,4,23,Bulut Tavanı ve Görüş Temiz,1
1357,1357,2019-04-24,02:20,2.0,13,1024,11.1,"10,00",2019,4,24,Çok bulutlu,2
1358,1358,2019-04-24,04:20,3.0,12,1025,9.26,"10,00",2019,4,24,Çok bulutlu,2
1360,1360,2019-04-24,08:20,4.0,13,1027,5.56,"10,00",2019,4,24,Çok bulutlu,2
1361,1361,2019-04-24,10:20,7.0,14,1027,14.8,"10,00",2019,4,24,Bulut Tavanı ve Görüş Temiz,1
1363,1363,2019-04-24,14:20,8.0,20,1026,7.41,"10,00",2019,4,24,Bulut Tavanı ve Görüş Temiz,1
1364,1364,2019-04-24,16:20,9.0,20,1025,7.41,"10,00",2019,4,24,Bulut Tavanı ve Görüş Temiz,1
1366,1366,2019-04-24,20:20,8.0,18,1025,3.7,"10,00",2019,4,24,Bulut Tavanı ve Görüş Temiz,1
1367,1367,2019-04-24,22:20,7.0,18,1025,11.1,"10,00",2019,4,24,Bulut Tavanı ve Görüş Temiz,1
1369,1369,2019-04-25,02:20,7.0,13,1024,11.1,"10,00",2019,4,25,Bulut Tavanı ve Görüş Temiz,1
1370,1370,2019-04-25,04:20,8.0,13,1024,14.8,"10,00",2019,4,25,Bulut Tavanı ve Görüş Temiz,1
1372,1372,2019-04-25,08:20,9.0,15,1025,11.1,"10,00",2019,4,25,Bulut Tavanı ve Görüş Temiz,1
1373,1373,2019-04-25,10:20,11.0,20,1025,5.56,"10,00",2019,4,25,Bulut Tavanı ve Görüş Temiz,1
1375,1375,2019-04-25,14:20,12.0,21,1024,11.1,"10,00",2019,4,25,Bulut Tavanı ve Görüş Temiz,1
1376,1376,2019-04-25,16:20,6.0,23,1023,18.5,"10,00",2019,4,25,Bulut Tavanı ve Görüş Temiz,1
1378,1378,2019-04-25,20:20,5.0,17,1022,18.5,"10,00",2019,4,25,Bulut Tavanı ve Görüş Temiz,1
1379,1379,2019-04-25,22:20,6.0,16,1022,13.0,"10,00",2019,4,25,Bulut Tavanı ve Görüş Temiz,1
1381,1381,2019-04-26,02:20,8.0,11,1021,20.4,"10,00",2019,4,26,Bulut Tavanı ve Görüş Temiz,1
1382,1382,2019-04-26,04:20,8.0,11,1021,14.8,"10,00",2019,4,26,Bulut Tavanı ve Görüş Temiz,1
1384,1384,2019-04-26,08:20,8.0,11,1021,18.5,"10,00",2019,4,26,Bulut Tavanı ve Görüş Temiz,1
1385,1385,2019-04-26,10:20,9.0,15,1021,18.5,"10,00",2019,4,26,Bulut Tavanı ve Görüş Temiz,1
1387,1387,2019-04-26,14:20,10.0,19,1020,11.1,"10,00",2019,4,26,Bulut Tavanı ve Görüş Temiz,1
1388,1388,2019-04-26,16:20,10.0,19,1019,11.1,"10,00",2019,4,26,Bulut Tavanı ve Görüş Temiz,1
1390,1390,2019-04-26,20:20,6.0,15,1019,16.7,"10,00",2019,4,26,Bulut Tavanı ve Görüş Temiz,1
1393,1393,2019-04-27,02:20,7.0,11,1018,18.5,"10,00",2019,4,27,Bulut Tavanı ve Görüş Temiz,1
1394,1394,2019-04-27,04:20,7.0,9,1018,13.0,"10,00",2019,4,27,Bulut Tavanı ve Görüş Temiz,1
1396,1396,2019-04-27,08:20,8.0,13,1018,7.41,"10,00",2019,4,27,Bulut Tavanı ve Görüş Temiz,1
1397,1397,2019-04-27,10:20,10.0,16,1017,7.41,"10,00",2019,4,27,Bulut Tavanı ve Görüş Temiz,1
1399,1399,2019-04-27,14:20,9.0,19,1015,11.1,"10,00",2019,4,27,Bulut Tavanı ve Görüş Temiz,1
1400,1400,2019-04-27,16:20,3.0,20,1014,9.26,"10,00",2019,4,27,Bulut Tavanı ve Görüş Temiz,1
1402,1402,2019-04-27,20:20,1.0,18,1012,3.7,"10,00",2019,4,27,Bulut Tavanı ve Görüş Temiz,1
1403,1403,2019-04-27,22:20,4.0,18,1013,3.7,"10,00",2019,4,27,Bulut Tavanı ve Görüş Temiz,1
1405,1405,2019-04-28,02:20,2.0,15,1012,5.56,"10,00",2019,4,28,Bulut Tavanı ve Görüş Temiz,1
1406,1406,2019-04-28,04:20,9.0,14,1012,3.7,"10,00",2019,4,28,Bulut Tavanı ve Görüş Temiz,1
1408,1408,2019-04-28,08:20,11.0,16,1013,11.1,"10,00",2019,4,28,Çok bulutlu,2
1409,1409,2019-04-28,10:20,12.0,18,1013,14.8,"10,00",2019,4,28,Bulut Tavanı ve Görüş Temiz,1
1411,1411,2019-04-28,14:20,12.0,20,1013,16.7,"10,00",2019,4,28,Az Bulutlu,4
1412,1412,2019-04-28,16:20,12.0,21,1012,11.1,"10,00",2019,4,28,Az Bulutlu,4
1414,1414,2019-04-28,20:20,12.0,18,1012,11.1,"10,00",2019,4,28,Az Bulutlu,4
1415,1415,2019-04-28,22:20,11.0,17,1013,0.0,"10,00",2019,4,28,Bulut Tavanı ve Görüş Temiz,1
1417,1417,2019-04-29,02:20,12.0,15,1013,3.7,"10,00",2019,4,29,Az Bulutlu,4
1418,1418,2019-04-29,04:20,13.0,14,1013,9.26,"10,00",2019,4,29,Bulut Tavanı ve Görüş Temiz,1
1420,1420,2019-04-29,08:20,14.0,17,1013,5.56,"10,00",2019,4,29,Bulut Tavanı ve Görüş Temiz,1
1421,1421,2019-04-29,10:20,13.0,20,1014,7.41,"10,00",2019,4,29,Bulut Tavanı ve Görüş Temiz,1
1423,1423,2019-04-29,14:20,11.0,25,1012,7.41,"10,00",2019,4,29,Bulut Tavanı ve Görüş Temiz,1
1424,1424,2019-04-29,16:20,11.0,25,1010,11.1,"10,00",2019,4,29,Bulut Tavanı ve Görüş Temiz,1
1426,1426,2019-04-29,20:20,10.0,18,1010,5.56,"10,00",2019,4,29,Bulut Tavanı ve Görüş Temiz,1
1427,1427,2019-04-29,22:20,12.0,18,1011,5.56,"10,00",2019,4,29,Bulut Tavanı ve Görüş Temiz,1
1429,1429,2019-04-30,02:20,13.0,15,1011,5.56,"10,00",2019,4,30,Bulut Tavanı ve Görüş Temiz,1
1430,1430,2019-04-30,04:20,13.0,15,1011,5.56,"10,00",2019,4,30,Bulut Tavanı ve Görüş Temiz,1
1432,1432,2019-04-30,08:20,11.0,18,1011,11.1,"10,00",2019,4,30,Bulut Tavanı ve Görüş Temiz,1
1433,1433,2019-04-30,10:20,12.0,19,1011,11.1,"10,00",2019,4,30,Bulut Tavanı ve Görüş Temiz,1
1435,1435,2019-04-30,14:20,10.0,22,1010,16.7,"10,00",2019,4,30,Bulut Tavanı ve Görüş Temiz,1
1436,1436,2019-04-30,16:20,8.0,24,1008,16.7,"10,00",2019,4,30,Bulut Tavanı ve Görüş Temiz,1
1438,1438,2019-04-30,20:20,13.0,18,1009,7.41,"10,00",2019,4,30,Bulut Tavanı ve Görüş Temiz,1
1439,1439,2019-04-30,22:20,14.0,17,1010,9.26,"10,00",2019,4,30,Bulut Tavanı ve Görüş Temiz,1
1441,1441,2019-05-01,02:20,12.0,16,1010,7.41,"10,00",2019,5,1,Bulut Tavanı ve Görüş Temiz,1
1442,1442,2019-05-01,04:20,10.0,16,1010,13.0,"10,00",2019,5,1,Bulut Tavanı ve Görüş Temiz,1
1444,1444,2019-05-01,08:20,11.0,17,1010,9.26,"10,00",2019,5,1,Bulut Tavanı ve Görüş Temiz,1
1445,1445,2019-05-01,10:20,11.0,17,1010,16.7,"10,00",2019,5,1,Bulut Tavanı ve Görüş Temiz,1
1447,1447,2019-05-01,14:20,13.0,19,1009,13.0,"10,00",2019,5,1,Bulut Tavanı ve Görüş Temiz,1
1448,1448,2019-05-01,16:20,12.0,21,1009,16.7,"10,00",2019,5,1,Bulut Tavanı ve Görüş Temiz,1
1450,1450,2019-05-01,20:20,11.0,17,1008,11.1,"10,00",2019,5,1,Bulut Tavanı ve Görüş Temiz,1
1451,1451,2019-05-01,22:20,11.0,17,1009,13.0,"10,00",2019,5,1,Çok bulutlu,2
1453,1453,2019-05-02,02:20,11.0,15,1009,7.41,"10,00",2019,5,2,Çok bulutlu,2
1454,1454,2019-05-02,04:20,12.0,15,1009,5.56,"10,00",2019,5,2,Çok bulutlu,2
1456,1456,2019-05-02,08:20,13.0,15,1009,22.2,"10,00",2019,5,2,Çok bulutlu,2
1459,1459,2019-05-02,14:20,11.0,16,1010,16.7,"10,00",2019,5,2,Çok bulutlu,2
1460,1460,2019-05-02,16:20,11.0,16,1010,11.1,"10,00",2019,5,2,Çok bulutlu,2
1462,1462,2019-05-02,20:20,11.0,15,1011,13.0,"10,00",2019,5,2,Bulut Tavanı ve Görüş Temiz,1
1463,1463,2019-05-02,22:20,9.0,14,1012,7.41,"10,00",2019,5,2,Bulut Tavanı ve Görüş Temiz,1
1465,1465,2019-05-03,02:20,12.0,13,1012,7.41,"10,00",2019,5,3,Bulut Tavanı ve Görüş Temiz,1
1466,1466,2019-05-03,04:20,12.0,13,1012,11.1,"6,00",2019,5,3,Önemli Bulut Yok,5
1468,1468,2019-05-03,08:20,13.0,15,1014,14.8,"10,00",2019,5,3,Bulut Tavanı ve Görüş Temiz,1
1469,1469,2019-05-03,10:20,13.0,16,1014,16.7,"10,00",2019,5,3,Bulut Tavanı ve Görüş Temiz,1
1471,1471,2019-05-03,14:20,13.0,18,1014,14.8,"10,00",2019,5,3,Az Bulutlu,4
